Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Latitude,Longitude,Order City,Order Country,Order State
21036,2015-11-06 01:29:00,Second Class,2,2,Shipping on time,0,18.29483223,-66.37055206,Shanghái,China,Shanghái
24000,2015-12-23 07:55:00,Second Class,6,2,Late delivery,1,18.2042408,-66.37049866,Sydney,Australia,Nueva Gales del Sur
20843,2015-11-05 05:52:00,Second Class,4,2,Late delivery,1,18.21886635,-66.37060547,Rangún,Myanmar (Birmania),Rangún
24665,2016-01-02 00:53:00,Second Class,6,2,Late delivery,1,18.25601578,-66.37055969,Pontianak,Indonesia,Borneo Occidental
47227,2016-11-23 09:22:00,Second Class,3,2,Late delivery,1,18.26105499,-66.37055969,Almaty,Kazajistán,Ciudad de Almatý
26616,2016-01-26 12:25:00,Second Class,2,2,Shipping on time,0,18.24757767,-66.02532196,Chongqing,China,Chongqing
23999,2015-12-22 07:34:00,Second Class,5,2,Late delivery,1,18.26417351,-66.37060547,Sydney,Australia,Nueva Gales del Sur
29228,2016-03-06 15:31:00,Second Class,4,2,Late delivery,1,18.2163372,-66.37050629,Pematangsiantar,Indonesia,Sumatra Septentrional
29546,2016-03-09 06:55:00,Second Class,2,2,Shipping on time,0,18.2063961,-66.37057495,Yakarta,Indonesia,Yakarta
26954,2016-02-03 10:50:00,Second Class,5,2,Late delivery,1,18.22865868,-66.37055969,Valencia,Filipinas,Mindanao Septentrional
24282,2015-12-24 10:42:00,Second Class,3,2,Late delivery,1,18.28635979,-66.37052918,Manila,Filipinas,Capital Nacional
72497,2017-11-27 06:34:00,Second Class,3,2,Late delivery,1,18.23420334,-66.03704834,Bundaberg,Australia,Queensland
45520,2016-11-01 11:19:00,Second Class,6,2,Late delivery,1,18.23222351,-66.37055206,Basra,Irak,Basora
44748,2016-10-19 04:52:00,Second Class,4,2,Late delivery,1,18.22346497,-66.37052918,Ekibastuz,Kazajistán,Pavlodar
30897,2016-03-30 00:14:00,Second Class,3,2,Late delivery,1,18.20974159,-66.37055969,Palmerston North,Nueva Zelanda,Manawatu-Wanganui
22582,2015-11-29 15:07:00,Second Class,3,2,Late delivery,1,18.20679283,-66.3705368,Caloundra,Australia,Queensland
73783,2017-12-17 01:07:00,Second Class,4,2,Late delivery,1,18.22452354,-66.0370636,Bundaberg,Australia,Queensland
26056,2016-01-18 08:13:00,Second Class,2,2,Shipping on time,0,18.24988365,-66.3705368,Bangkok,Tailandia,Bangkok
26056,2016-01-18 08:13:00,Second Class,2,2,Shipping on time,0,18.24988365,-66.3705368,Bangkok,Tailandia,Bangkok
77153,2018-02-04 05:46:00,Second Class,4,2,Late delivery,1,18.23366928,-66.0370636,Srinagar,India,Jammu y Cachemira
73764,2017-12-17 18:27:00,Second Class,5,2,Late delivery,1,18.28076172,-66.03705597,Gorakhpur,India,Uttar Pradesh
44268,2016-10-12 04:42:00,Second Class,4,2,Late delivery,1,18.21743202,-66.37055969,Homs,Siria,Hims
73889,2017-12-19 14:15:00,Second Class,5,2,Late delivery,1,18.23300743,-66.03705597,Dubbo,Australia,Nueva Gales del Sur
73781,2017-12-15 00:25:00,Second Class,2,2,Shipping on time,0,18.26686668,-66.03705597,Bundaberg,Australia,Queensland
28937,2016-03-01 09:34:00,Second Class,3,2,Late delivery,1,18.23045731,-66.37052918,Lahore,Pakistán,Punyab
28787,2016-02-28 05:01:00,Second Class,3,2,Late delivery,1,18.3590107,-66.07815552,Thane,India,Maharashtra
76990,2018-02-03 20:40:00,Second Class,6,2,Late delivery,1,18.21342278,-66.0370636,Lahore,Pakistán,Punyab
74157,2017-12-21 12:08:00,Second Class,3,2,Late delivery,1,18.24615288,-66.03705597,Sydney,Australia,Nueva Gales del Sur
29929,2016-03-17 21:06:00,Second Class,5,2,Late delivery,1,18.2549057,-66.37052155,Benxi,China,Liaoning
74843,2018-01-01 12:29:00,Second Class,4,2,Late delivery,1,18.28676033,-66.03705597,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh
73869,2017-12-19 07:15:00,Second Class,5,2,Late delivery,1,18.20665741,-66.03705597,Medan,Indonesia,Sumatra Septentrional
29929,2016-03-17 21:06:00,Second Class,5,2,Late delivery,1,18.2549057,-66.37052155,Benxi,China,Liaoning
77041,2018-01-31 14:32:00,Second Class,2,2,Shipping on time,0,18.29652023,-66.04867554,Qingdao,China,Shandong
74358,2017-12-25 10:34:00,Second Class,4,2,Late delivery,1,18.25130272,-66.03704834,Canberra,Australia,Territorio de la Capital Australiana
26992,2016-02-02 00:08:00,Second Class,3,2,Late delivery,1,18.29887199,-66.37063599,Katoomba,Australia,Nueva Gales del Sur
47792,2016-12-01 15:18:00,Second Class,3,2,Late delivery,1,18.24464989,-66.37052155,Estambul,Turquía,Estambul
42889,2016-09-23 01:34:00,Second Class,5,2,Late delivery,1,18.20099258,-66.37062073,Riyadh,Arabia Saudí,Riad
77166,2018-02-02 10:20:00,Second Class,2,2,Shipping on time,0,18.23006058,-66.03705597,Pekín,China,Pekín
24546,2015-12-27 07:12:00,Second Class,2,2,Shipping on time,0,18.20509148,-66.37055206,Manila,Filipinas,Capital Nacional
24088,2015-12-22 14:44:00,Second Class,4,2,Late delivery,1,18.44484711,-66.38641357,Dumai,Indonesia,Riau
42889,2016-09-23 01:34:00,Second Class,5,2,Late delivery,1,18.20099258,-66.37062073,Riyadh,Arabia Saudí,Riad
48094,2016-12-08 01:07:00,Second Class,5,2,Late delivery,1,18.43013001,-66.48731232,Medina,Arabia Saudí,Medina
42889,2016-09-23 01:34:00,Second Class,5,2,Late delivery,1,18.20099258,-66.37062073,Riyadh,Arabia Saudí,Riad
75328,2018-01-08 14:24:00,Second Class,4,2,Late delivery,1,18.26259804,-66.03705597,Qingdao,China,Shandong
26546,2016-01-25 11:53:00,Second Class,2,2,Shipping on time,0,18.20765877,-66.37055206,Mumbai,India,Maharashtra
74356,2017-12-23 09:52:00,Second Class,2,2,Shipping on time,0,18.24967003,-66.03705597,Manila,Filipinas,Capital Nacional
74876,2017-12-31 00:02:00,Second Class,2,2,Shipping on time,0,18.22595024,-66.0370636,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh
74732,2017-12-29 21:35:00,Second Class,3,2,Late delivery,1,18.26971626,-66.0370636,Malang,Indonesia,Java Oriental
24426,2015-12-25 13:09:00,Second Class,2,2,Shipping on time,0,18.21441841,-66.37052918,Palembang,Indonesia,Sumatra Meridional
77129,2018-02-04 21:22:00,Second Class,5,2,Late delivery,1,18.23246956,-66.03704834,Bogor,Indonesia,Java Occidental
42889,2016-09-23 01:34:00,Second Class,5,2,Late delivery,1,18.20099258,-66.37062073,Riyadh,Arabia Saudí,Riad
44768,2016-10-19 11:52:00,Second Class,4,2,Late delivery,1,18.29422379,-66.37052155,Sanliurfa,Turquía,Sanliurfa
26596,2016-01-26 05:24:00,Second Class,2,2,Shipping on time,0,18.2753315,-66.37063599,Zhanjiang,China,Guangdong
72470,2017-11-29 21:07:00,Second Class,6,2,Late delivery,1,18.21741676,-66.0370636,Kwinana,Australia,Australia Occidental
23347,2015-12-10 19:08:00,Second Class,3,2,Late delivery,1,18.25911331,-66.3706131,Geelong,Australia,Victoria
47130,2016-11-24 23:23:00,Second Class,6,2,Late delivery,1,18.21910286,-66.37055206,Rasht,Irán,Guilán
29310,2016-03-09 20:14:00,Second Class,6,2,Late delivery,1,18.20696259,-66.37062073,Chennai,India,Tamil Nadu
28443,2016-02-24 04:29:00,Second Class,4,2,Late delivery,1,18.22704887,-66.37060547,Varanasi,India,Uttar Pradesh
74749,2018-01-01 03:33:00,Second Class,5,2,Late delivery,1,18.2822609,-66.03705597,Yakarta,Indonesia,Yakarta
72488,2017-11-28 03:25:00,Second Class,4,2,Late delivery,1,18.25303841,-66.0370636,Yakarta,Indonesia,Yakarta
24426,2015-12-25 13:09:00,Second Class,2,2,Shipping on time,0,18.21441841,-66.37052918,Palembang,Indonesia,Sumatra Meridional
25249,2016-01-09 13:29:00,Second Class,5,2,Late delivery,1,18.22941971,-66.3705368,Dewas,India,Madhya Pradesh
30943,2016-03-31 16:21:00,Second Class,4,2,Late delivery,1,18.22509575,-66.37060547,Auckland,Nueva Zelanda,Auckland
25790,2016-01-18 11:02:00,Second Class,6,2,Late delivery,1,18.23222351,-66.37055206,Amritsar,India,Punyab
24760,2016-01-03 10:10:00,Second Class,6,2,Late delivery,1,18.20561028,-66.37050629,Lahore,Pakistán,Punyab
28477,2016-02-23 16:24:00,Second Class,3,2,Late delivery,1,18.22760201,-66.04357147,Fushun,China,Liaoning
26992,2016-02-02 00:08:00,Second Class,3,2,Late delivery,1,18.29887199,-66.37063599,Katoomba,Australia,Nueva Gales del Sur
30075,2016-03-21 00:15:00,Second Class,6,2,Late delivery,1,18.21442604,-66.37063599,Shangqiu,China,Henan
23347,2015-12-10 19:08:00,Second Class,3,2,Late delivery,1,18.25911331,-66.3706131,Geelong,Australia,Victoria
50879,2017-01-17 16:49:00,Second Class,5,2,Late delivery,1,18.22063255,-66.37060547,Basra,Irak,Basora
42373,2016-09-14 12:47:00,Second Class,4,2,Late delivery,1,18.22759628,-66.04355621,Bagdad,Irak,Bagdad
22848,2015-12-04 12:19:00,Second Class,4,2,Late delivery,1,18.29671669,-66.37051392,Guangzhou,China,Guangdong
26426,2016-01-23 17:51:00,Second Class,2,2,Shipping on time,0,18.25997925,-66.37049866,Xi'an,China,Shaanxi
47792,2016-12-01 15:18:00,Second Class,3,2,Late delivery,1,18.24464989,-66.37052155,Estambul,Turquía,Estambul
23429,2015-12-13 23:52:00,Second Class,5,2,Late delivery,1,18.2982769,-66.37052918,Toowoomba,Australia,Queensland
48637,2016-12-13 23:21:00,Second Class,3,2,Late delivery,1,18.27115631,-66.37055206,Kulob,Tayikistán,Khatlon
27464,2016-02-10 21:30:00,Second Class,5,2,Late delivery,1,18.27911568,-66.3706131,Mumbai,India,Maharashtra
31238,2016-04-04 23:42:00,Second Class,4,2,Late delivery,1,18.28005409,-66.37060547,Manukau City,Nueva Zelanda,Auckland
43799,2016-10-06 08:23:00,Second Class,5,2,Late delivery,1,18.21561241,-66.37054443,Al Hillah,Irak,Babilonia
20348,2015-10-29 00:27:00,Second Class,4,2,Late delivery,1,18.2750473,-66.37056732,Adelaide,Australia,Australia del Sur
29533,2016-03-11 02:22:00,Second Class,4,2,Late delivery,1,18.21858978,-66.37055206,Manila,Filipinas,Capital Nacional
24282,2015-12-24 10:42:00,Second Class,3,2,Late delivery,1,18.28635979,-66.37052918,Manila,Filipinas,Capital Nacional
75144,2018-01-06 21:56:00,Second Class,5,2,Late delivery,1,18.24855232,-66.03704834,Jinan,China,Shandong
31238,2016-04-04 23:42:00,Second Class,4,2,Late delivery,1,18.28005409,-66.37060547,Manukau City,Nueva Zelanda,Auckland
22652,2015-11-30 15:39:00,Second Class,3,2,Late delivery,1,18.29080582,-66.3706131,Busan,Corea del Sur,Busan
24088,2015-12-22 14:44:00,Second Class,4,2,Late delivery,1,18.44484711,-66.38641357,Dumai,Indonesia,Riau
75131,2018-01-03 17:23:00,Second Class,2,2,Shipping on time,0,18.27002716,-66.03705597,Surat,India,Guyarat
75149,2018-01-06 23:41:00,Second Class,5,2,Late delivery,1,18.23621178,-66.03704834,Ho Chi Minh City,Vietnam,Ciudad Ho Chi Minh
27784,2016-02-15 13:37:00,Second Class,5,2,Late delivery,1,18.26661682,-66.37056732,Bendigo,Australia,Victoria
25793,2016-01-16 12:05:00,Second Class,4,2,Late delivery,1,18.26760674,-66.37059021,Kakinada,India,Andhra Pradesh
24316,2015-12-23 22:37:00,Second Class,2,2,Shipping on time,0,18.29026604,-66.3705368,Khulna,Bangladés,Khulna
28787,2016-02-28 05:01:00,Second Class,3,2,Late delivery,1,18.3590107,-66.07815552,Thane,India,Maharashtra
24316,2015-12-23 22:37:00,Second Class,2,2,Shipping on time,0,18.29026604,-66.3705368,Khulna,Bangladés,Khulna
24088,2015-12-22 14:44:00,Second Class,4,2,Late delivery,1,18.44484711,-66.38641357,Dumai,Indonesia,Riau
23716,2015-12-15 04:25:00,Second Class,2,2,Shipping on time,0,18.2246151,-66.37056732,Korba,India,Chhattisgarh
31100,2016-04-04 23:21:00,Second Class,6,2,Late delivery,1,18.25289154,-66.37058258,Hamilton,Nueva Zelanda,Waikato
24010,2015-12-23 11:25:00,Second Class,6,2,Late delivery,1,18.28279877,-66.3705368,Kwinana,Australia,Australia Occidental
23716,2015-12-15 04:25:00,Second Class,2,2,Shipping on time,0,18.2246151,-66.37056732,Korba,India,Chhattisgarh
25788,2016-01-16 10:20:00,Second Class,4,2,Late delivery,1,18.26159096,-66.37058258,Bangalore,India,Karnataka
21283,2015-11-11 16:01:00,Second Class,4,2,Late delivery,1,18.23605919,-66.37056732,Manila,Filipinas,Capital Nacional
28884,2016-03-02 15:00:00,Second Class,5,2,Late delivery,1,18.29898071,-66.3705368,Tianjin,China,Tianjin
30838,2016-03-30 03:34:00,Second Class,4,2,Late delivery,1,18.22583389,-66.0463028,Porirua,Nueva Zelanda,Wellington
18763,2015-10-03 21:09:00,First Class,2,1,Late delivery,1,18.22832108,-66.37055206,Montpellier,Francia,Languedoc-Rosellón-Mediodía-Pirineos
67690,2017-09-17 02:28:00,First Class,2,1,Late delivery,1,18.22521782,-66.37059021,Cormeilles-en-Parisis,Francia,Isla de Francia
48329,2016-12-08 11:27:00,First Class,2,1,Late delivery,1,18.22459602,-66.37060547,Dnipropetrovsk,Ucrania,Dnipropetrovsk
13321,2015-07-16 10:35:00,First Class,2,1,Late delivery,1,18.28277206,-66.37049866,Sheffield,Reino Unido,Inglaterra
15795,2015-08-21 13:20:00,First Class,2,1,Late delivery,1,18.26978493,-66.37052918,Ferrara,Italia,Emilia-Romaña
14621,2015-08-04 10:02:00,First Class,2,1,Late delivery,1,18.23153114,-66.3705368,Maisons-Alfort,Francia,Isla de Francia
64335,2017-07-30 03:03:00,First Class,2,1,Late delivery,1,18.24620819,-66.37062073,Glasgow,Reino Unido,Escocia
62211,2017-06-29 02:56:00,First Class,2,1,Late delivery,1,18.29542542,-66.37052155,Nice,Francia,Provenza-Alpes-Costa Azul
19688,2015-10-17 09:13:00,First Class,2,1,Late delivery,1,18.2091713,-66.37055206,Valladolid,España,Castilla y León
66423,2017-08-29 14:35:00,First Class,2,1,Late delivery,1,18.24442673,-66.37057495,Turin,Italia,Piamonte
17279,2015-09-12 05:15:00,First Class,2,1,Late delivery,1,18.22187233,-66.37062836,Saint-Michel-sur-Orge,Francia,Isla de Francia
15940,2015-08-23 16:08:00,First Class,2,1,Late delivery,1,18.26251984,-66.37051392,Herne,Alemania,Renania del Norte-Westfalia
13321,2015-07-16 10:35:00,First Class,2,1,Late delivery,1,18.28277206,-66.37049866,Sheffield,Reino Unido,Inglaterra
15940,2015-08-23 16:08:00,First Class,2,1,Late delivery,1,18.26251984,-66.37051392,Herne,Alemania,Renania del Norte-Westfalia
64765,2017-08-05 09:42:00,First Class,2,1,Late delivery,1,18.22066879,-66.37062836,Trier,Alemania,Renania-Palatinado
69073,2017-10-07 06:59:00,First Class,2,1,Late delivery,1,18.27212143,-66.03704834,Bolton,Reino Unido,Inglaterra
69106,2017-10-07 18:33:00,First Class,2,1,Late delivery,1,18.21709251,-66.03705597,Berlín,Alemania,Berlín
69354,2017-10-11 09:26:00,First Class,2,1,Late delivery,1,18.25995636,-66.03705597,Wilhelmshaven,Alemania,Baja Sajonia
9443,2015-05-20 19:57:00,First Class,2,1,Late delivery,1,18.24233246,-66.37054443,Chihuahua,México,Chihuahua
7650,2015-04-24 15:47:00,First Class,2,1,Late delivery,1,18.20015526,-66.37062836,Manaus,Brasil,Amazonas
8788,2015-05-11 06:28:00,First Class,2,1,Late delivery,1,18.29578018,-66.37058258,Santo Domingo,República Dominicana,Santo Domingo
61299,2017-06-15 19:25:00,First Class,2,1,Late delivery,1,18.22406769,-66.04705048,Vassouras,Brasil,Río de Janeiro
7935,2015-04-28 19:38:00,First Class,2,1,Late delivery,1,18.29933739,-66.37055969,Hermosillo,México,Sonora
51306,2017-01-20 22:25:00,First Class,2,1,Late delivery,1,18.27885819,-66.37060547,Brasília,Brasil,Distrito Federal
55945,2017-03-29 15:40:00,First Class,2,1,Late delivery,1,18.2208004,-66.37055969,Mixco,Guatemala,Guatemala
54608,2017-03-10 03:15:00,First Class,2,1,Late delivery,1,18.24425125,-66.37055206,Santiago de Chile,Chile,Santiago de Chile
59653,2017-05-22 18:45:00,First Class,2,1,Late delivery,1,18.20976257,-66.37055969,Puerto Padre,Cuba,Las Tunas
55216,2017-03-19 00:16:00,First Class,2,1,Late delivery,1,18.22146416,-66.37062073,La Romana,República Dominicana,La Romana
61415,2017-06-17 12:03:00,First Class,2,1,Late delivery,1,18.29691505,-66.37062073,Pirapora,Brasil,Minas Gerais
55094,2017-03-17 05:31:00,First Class,2,1,Late delivery,1,18.2563839,-66.37052918,Santo Domingo,República Dominicana,Santo Domingo
58405,2017-05-04 13:31:00,First Class,2,1,Late delivery,1,18.2953167,-66.37055206,Puebla,México,Puebla
55094,2017-03-17 05:31:00,First Class,2,1,Late delivery,1,18.2563839,-66.37052918,Santo Domingo,República Dominicana,Santo Domingo
61299,2017-06-15 19:25:00,First Class,2,1,Late delivery,1,18.22406769,-66.04705048,Vassouras,Brasil,Río de Janeiro
54442,2017-03-07 17:06:00,First Class,2,1,Late delivery,1,18.23427773,-66.37054443,Les Abymes,Guadalupe,Guadalupe
59445,2017-05-19 17:52:00,First Class,2,1,Late delivery,1,18.20640945,-66.37052918,Colima,México,Colima
59445,2017-05-19 17:52:00,First Class,2,1,Late delivery,1,18.20640945,-66.37052918,Colima,México,Colima
57398,2017-04-19 20:43:00,First Class,2,1,Late delivery,1,18.28946495,-66.37059021,Santo Domingo,República Dominicana,Santo Domingo
54608,2017-03-10 03:15:00,First Class,2,1,Late delivery,1,18.24425125,-66.37055206,Santiago de Chile,Chile,Santiago de Chile
59664,2017-05-22 22:36:00,First Class,2,1,Late delivery,1,18.24083901,-66.37051392,Nova Serrana,Brasil,Minas Gerais
52376,2017-02-05 13:17:00,First Class,2,1,Late delivery,1,18.23575211,-66.37062836,Fortaleza,Brasil,Ceará
55094,2017-03-17 05:31:00,First Class,2,1,Late delivery,1,18.2563839,-66.37052918,Santo Domingo,República Dominicana,Santo Domingo
7277,2015-04-19 05:06:00,First Class,2,1,Late delivery,1,18.23633957,-66.37055969,Huancayo,Perú,Junín
55945,2017-03-29 15:40:00,First Class,2,1,Late delivery,1,18.2208004,-66.37055969,Mixco,Guatemala,Guatemala
7650,2015-04-24 15:47:00,First Class,2,1,Late delivery,1,18.20015526,-66.37062836,Manaus,Brasil,Amazonas
55251,2017-03-19 12:32:00,First Class,2,1,Late delivery,1,18.20042229,-66.37059021,Paraná,Argentina,Entre Ríos
9443,2015-05-20 19:57:00,First Class,2,1,Late delivery,1,18.24233246,-66.37054443,Chihuahua,México,Chihuahua
6942,2015-04-14 07:44:00,First Class,2,1,Late delivery,1,18.25158501,-66.37049866,Apopa,El Salvador,San Salvador
972,2015-01-17 04:11:00,First Class,2,1,Late delivery,1,18.28203201,-66.37050629,Santiago de Cuba,Cuba,Santiago de Cuba
56324,2017-04-04 04:27:00,First Class,2,1,Late delivery,1,18.21343422,-66.37063599,Monterrey,México,Nuevo León
55945,2017-03-29 15:40:00,First Class,2,1,Late delivery,1,18.2208004,-66.37055969,Mixco,Guatemala,Guatemala
443,2015-01-09 10:51:00,First Class,2,1,Late delivery,1,18.25835609,-66.37059784,León,Nicaragua,León
3431,2015-02-22 01:40:00,First Class,2,1,Late delivery,1,18.27233315,-66.37057495,Quetzaltenango,Guatemala,Quezaltenango
52376,2017-02-05 13:17:00,First Class,2,1,Late delivery,1,18.23575211,-66.37062836,Fortaleza,Brasil,Ceará
7277,2015-04-19 05:06:00,First Class,2,1,Late delivery,1,18.23633957,-66.37055969,Huancayo,Perú,Junín
53673,2017-02-24 11:41:00,First Class,2,1,Late delivery,1,18.20789528,-66.37052918,Mixco,Guatemala,Guatemala
3431,2015-02-22 01:40:00,First Class,2,1,Late delivery,1,18.27233315,-66.37057495,Quetzaltenango,Guatemala,Quezaltenango
443,2015-01-09 10:51:00,First Class,2,1,Late delivery,1,18.25835609,-66.37059784,León,Nicaragua,León
7935,2015-04-28 19:38:00,First Class,2,1,Late delivery,1,18.29933739,-66.37055969,Hermosillo,México,Sonora
7650,2015-04-24 15:47:00,First Class,2,1,Late delivery,1,18.20015526,-66.37062836,Manaus,Brasil,Amazonas
57398,2017-04-19 20:43:00,First Class,2,1,Late delivery,1,18.28946495,-66.37059021,Santo Domingo,República Dominicana,Santo Domingo
8788,2015-05-11 06:28:00,First Class,2,1,Late delivery,1,18.29578018,-66.37058258,Santo Domingo,República Dominicana,Santo Domingo
6942,2015-04-14 07:44:00,First Class,2,1,Late delivery,1,18.25158501,-66.37049866,Apopa,El Salvador,San Salvador
72225,2017-11-22 07:17:00,First Class,2,1,Late delivery,1,18.38014031,-65.83062744,Gorakhpur,India,Haryana
21662,2015-11-15 04:48:00,First Class,2,1,Late delivery,1,18.1501503,-65.82595062,Yunyang,China,Henan
44351,2016-10-11 09:46:00,First Class,2,1,Late delivery,1,18.20697975,-66.37054443,Ashdod,Israel,Meridional
27229,2016-02-04 11:10:00,First Class,2,1,Late delivery,1,18.20822525,-66.3705368,Hohhot,China,Mongolia Interior
30409,2016-03-21 21:16:00,First Class,2,1,Late delivery,1,18.27647972,-66.37059784,Wellington,Nueva Zelanda,Wellington
21419,2015-11-11 15:40:00,First Class,2,1,Late delivery,1,18.25744438,-66.37052155,Pune,India,Maharashtra
21419,2015-11-11 15:40:00,First Class,2,1,Late delivery,1,18.25744438,-66.37052155,Pune,India,Maharashtra
26538,2016-01-25 09:05:00,First Class,2,1,Late delivery,1,18.24567986,-66.37054443,Fengcheng,China,Liaoning
28147,2016-02-17 20:47:00,First Class,2,1,Late delivery,1,18.37145042,-66.20330811,Caloocan,Filipinas,Capital Nacional
28147,2016-02-17 20:47:00,First Class,2,1,Late delivery,1,18.37145042,-66.20330811,Caloocan,Filipinas,Capital Nacional
31054,2016-03-31 07:14:00,First Class,2,1,Late delivery,1,18.29872131,-66.37060547,Auckland,Nueva Zelanda,Auckland
22292,2015-11-24 09:31:00,First Class,2,1,Late delivery,1,18.29542542,-66.37052155,Hobart,Australia,Tasmania
23853,2015-12-17 04:25:00,First Class,2,1,Late delivery,1,18.28828239,-66.3705368,Port Moresby,Papúa Nueva Guinea,Capital Nacional
24784,2015-12-30 18:35:00,First Class,2,1,Late delivery,1,18.2021637,-66.37052918,Fukuyama,Japón,Hiroshima
25956,2016-01-16 21:11:00,First Class,2,1,Late delivery,1,18.27364349,-66.37052155,Yakarta,Indonesia,Yakarta
21662,2015-11-15 04:48:00,First Class,2,1,Late delivery,1,18.1501503,-65.82595062,Yunyang,China,Henan
28589,2016-02-24 07:38:00,First Class,2,1,Late delivery,1,18.44484711,-66.38641357,Nagpur,India,Maharashtra
22985,2015-12-04 12:19:00,First Class,2,1,Late delivery,1,18.25609589,-66.37055969,Sydney,Australia,Nueva Gales del Sur
48694,2016-12-13 19:19:00,First Class,2,1,Late delivery,1,18.22998047,-66.37054443,Bagdad,Irak,Bagdad
29258,2016-03-05 02:01:00,First Class,2,1,Late delivery,1,18.26360703,-66.37056732,Bangkok,Tailandia,Bangkok
48332,2016-12-08 12:30:00,First Class,2,1,Late delivery,1,18.2537384,-66.37052918,Jeddah,Arabia Saudí,Meca
29258,2016-03-05 02:01:00,First Class,2,1,Late delivery,1,18.26360703,-66.37056732,Bangkok,Tailandia,Bangkok
26588,2016-01-26 02:36:00,First Class,2,1,Late delivery,1,18.23263359,-66.37059784,Changzhou,China,Jiangsu
43555,2016-09-29 18:54:00,First Class,2,1,Late delivery,1,18.26618958,-66.37059784,Turgutlu,Turquía,Manisa
21830,2015-11-17 15:40:00,First Class,2,1,Late delivery,1,18.24737358,-66.37050629,Tongchuan,China,Sichuan
21419,2015-11-11 15:40:00,First Class,2,1,Late delivery,1,18.25744438,-66.37052155,Pune,India,Maharashtra
43555,2016-09-29 18:54:00,First Class,2,1,Late delivery,1,18.26618958,-66.37059784,Turgutlu,Turquía,Manisa
23969,2015-12-18 21:03:00,First Class,2,1,Late delivery,1,18.2462635,-66.37058258,Bandung,Indonesia,Java Occidental
26781,2016-01-28 22:13:00,First Class,2,1,Late delivery,1,18.35900307,-66.07815552,Shenyang,China,Liaoning
42224,2016-09-10 08:35:00,First Class,2,1,Late delivery,1,18.24061394,-66.37055206,Tiflis,Georgia,Tiflis
24922,2016-01-01 18:56:00,First Class,2,1,Late delivery,1,18.37145042,-66.20330811,Sydney,Australia,Nueva Gales del Sur
74276,2017-12-22 05:50:00,First Class,2,1,Late delivery,1,18.25120735,-66.03705597,Sydney,Australia,Nueva Gales del Sur
72623,2017-11-28 02:43:00,First Class,2,1,Late delivery,1,18.2511158,-66.03704834,Sydney,Australia,Nueva Gales del Sur
32154,2016-04-16 08:37:00,First Class,2,1,Late delivery,1,18.241745,-66.37052155,New York City,Estados Unidos,Nueva York
40934,2016-08-22 12:39:00,First Class,2,1,Late delivery,1,18.21182442,-66.37058258,Seattle,Estados Unidos,Washington
32154,2016-04-16 08:37:00,First Class,2,1,Late delivery,1,18.241745,-66.37052155,New York City,Estados Unidos,Nueva York
34917,2016-05-26 16:37:00,First Class,2,1,Late delivery,1,18.23244858,-66.37058258,Smyrna,Estados Unidos,Tennessee
34917,2016-05-26 16:37:00,First Class,2,1,Late delivery,1,18.23244858,-66.37058258,Smyrna,Estados Unidos,Tennessee
40934,2016-08-22 12:39:00,First Class,2,1,Late delivery,1,18.21182442,-66.37058258,Seattle,Estados Unidos,Washington
35690,2016-06-06 23:26:00,First Class,2,1,Late delivery,1,18.02523232,-66.61327362,Dallas,Estados Unidos,Texas
42048,2016-09-07 18:56:00,First Class,2,1,Late delivery,1,18.22314644,-66.37056732,North York,Canada,Ontario
37635,2016-07-05 08:51:00,First Class,2,1,Late delivery,1,18.29227638,-66.3706131,New York City,Estados Unidos,Nueva York
35177,2016-05-30 11:43:00,First Class,2,1,Late delivery,1,18.24752235,-66.37063599,Gilbert,Estados Unidos,Arizona
37635,2016-07-05 08:51:00,First Class,2,1,Late delivery,1,18.29227638,-66.3706131,New York City,Estados Unidos,Nueva York
34917,2016-05-26 16:37:00,First Class,2,1,Late delivery,1,18.23244858,-66.37058258,Smyrna,Estados Unidos,Tennessee
39383,2016-07-30 21:16:00,First Class,2,1,Late delivery,1,18.25025559,-66.37055206,Wilmington,Estados Unidos,Carolina del Norte
39383,2016-07-30 21:16:00,First Class,2,1,Late delivery,1,18.25025559,-66.37055206,Wilmington,Estados Unidos,Carolina del Norte
33337,2016-05-03 15:05:00,First Class,2,1,Late delivery,1,18.26220894,-66.37054443,Peoria,Estados Unidos,Arizona
46495,2016-11-11 16:55:00,First Class,2,1,Late delivery,1,18.21938515,-66.37051392,Cape Town,SudAfrica,Cabo Occidental
50668,2017-01-11 14:54:00,First Class,2,1,Late delivery,1,18.2444706,-66.37055969,Ibadan,Nigeria,Oyo
50668,2017-01-11 14:54:00,First Class,2,1,Late delivery,1,18.2444706,-66.37055969,Ibadan,Nigeria,Oyo
45319,2016-10-25 12:54:00,First Class,2,1,Late delivery,1,18.21182442,-66.37058258,Katsina,Nigeria,Katsina
10421,2015-06-04 02:35:00,First Class,2,1,Late delivery,1,18.02538109,-66.61344147,Cesena,Italia,Emilia-Romaña
13321,2015-07-16 10:35:00,First Class,2,1,Late delivery,1,18.28277206,-66.37049866,Sheffield,Reino Unido,Inglaterra
